tweet,sentiment,clean_text,label_id
fetet fiye siyara ana w rej3a 3a beit men beirut.. achat albe bas hasset bel darbe,Negative,fetet fiye siyara ana w rejعa عa beit men beirut achat albe bas hasset bel darbe,0
ma bede erja3 fout bi 3ale2a w en2aza aktar yemkin..,Negative,ma bede erjaع fout bi عaleءa w enءaza aktar yemkin,0
3al mada el arib mich aaref chou el jaweb.. ma badde erja3 eghlat bi ha2kon w ekhsarrkon,Negative,عal mada el arib mich aaref chou el jaweb ma badde erjaع eghlat bi haءkon w ekhsarrkon,0
mar3oube men el carnet,Negative,marعoube men el carnet,0
@joesaymongebrane manne mla72a khalles lal rendu boukra w seret mkhallsa bas planche men assel 5,Negative,manne mlaحءa khalles lal rendu boukra w seret mkhallsa bas planche men assel 5,0
@AndreaJadaa chou rah na3mel lal presentation boukra? hesse rah nos2ot bi ouwe,Negative,chou rah naعmel lal presentation boukra hesse rah nosءot bi ouwe,0
@JeanPaul87 ana hek.. hal chi mich mrayahne abadan.. allah yestor,Negative,ana hek hal chi mich mrayahne abadan allah yestor,0
allah yestor chou rah tal3o arar,Negative,allah yestor chou rah talعo arar,0
corona woslet 3a lebneeennnn kif rah nkaffe???,Negative,corona woslet عa lebneeennnn kif rah nkaffe,0
kel ma fout 3a supermarket w y2arreb hada 3alaye bi de2 albe malyoun,Negative,kel ma fout عa supermarket w yءarreb hada عalaye bi deء albe malyoun,0
mich rah lahhe2 khaless ya allahhhh,Negative,mich rah lahheء khaless ya allahhhh,0
saraha kel hayetna rah tetghayar men wara el corona chi ma bi tammenn :/,Negative,saraha kel hayetna rah tetghayar men wara el corona chi ma bi tammenn,0
lezem emme tomdile fahess el svt w jeybe 7/20 :/,Negative,lezem emme tomdile fahess el svt w jeybe 7 20,0
3am y2oulo el nes ktir 3m tesro2 lately!,Negative,عam yءoulo el nes ktir عm tesroء lately,0
ya delliii chou sayer barraaaa,Negative,ya delliii chou sayer barraaaa,0
hlemet eno kenet 3am bou2a3 men el chebbek,Negative,hlemet eno kenet عam bouءaع men el chebbek,0
bas ousal 3al beit rah ekela bahdale men ahle ela awwal ma ela ekher.. d3oule,Negative,bas ousal عal beit rah ekela bahdale men ahle ela awwal ma ela ekher dعoule,0
@alitahini machghoul bele 3alek ktir ya habibe! 3tine khabar eza bayyan chi ma3ak.. wallahi albe 3lek ya khayye,Negative,machghoul bele عalek ktir ya habibe عtine khabar eza bayyan chi maعak wallahi albe عlek ya khayye,0
@ahmadabdallah88 hayda dalil edde ahrinak :p,Negative,hayda dalil edde ahrinak p,0
@Simon_993 Mch hk Ya simon bas 3anjad he chab beche3 kif b oulo 3anno 7elo? ,Negative,mch hk ya simon bas عanjad he chab becheع kif b oulo عanno حelo,0
@Hammoud_91 @LamaGhaddar05 hayda le 3am ya3mlo le3lenet kter gesho :/,Negative,hayda le عam yaعmlo leعlenet kter gesho,0
Bas enno seriously ana ele yawmen betkhayyal keef l ahadees 3am tejre bayneton 3al whatsapp group tahdeedan Hariri: ya shabeb ba3ref badna nesro2 kellna badna nesro2 hayda mettef2een 3le kellna bas afarouna wled l haram halla2 shu badna na3mel ,Negative,bas enno seriously ana ele yawmen betkhayyal keef l ahadees عam tejre bayneton عal whatsapp group tahdeedan hariri ya shabeb baعref badna nesroء kellna badna nesroء hayda mettefءeen عle kellna bas afarouna wled l haram hallaء shu badna naعmel,0
Lek fi LU bl soura it says enno mndal nendob 7azzna ,Negative,lek fi lu bl soura it says enno mndal nendob حazzna,0
@aziz1617 la2ano ktir z3elet ana... Hahahahaha btw ya habiile unfollowed**** ,Negative,laءano ktir zعelet ana hahahahaha btw ya habiile unfollowed,0
@7Merhi hayda ya3ne l wahad byeje nos kherfen nos majnun :p,Negative,hayda yaعne l wahad byeje nos kherfen nos majnun p,0
@JoannaKai1 maraaa sorryy :p 3anjad mich ased,Negative,maraaa sorryy p عanjad mich ased,0
@D_AJ_ ye3neh ntartineh la odhar min beirut la tinzaleh 3al hamra??? ;( ,Negative,yeعneh ntartineh la odhar min beirut la tinzaleh عal hamra,0
Eza metet mn l sa23a tzakaro ene bhebkon,Negative,eza metet mn l saءعa tzakaro ene bhebkon,0
Ehle ma b 5alloune nazzil l siyyara 3a beirut :( ,Negative,ehle ma b خalloune nazzil l siyyara عa beirut,0
math w englize tmrw helo kteerðŸ‘ŒðŸ˜­ ,Negative,math w englize tmrw helo kteerðÿ œðÿ,0
Ma ele jlede ,Negative,ma ele jlede,0
Hazze l beche3 I only go TR :(,Negative,hazze l becheع i only go tr,0
@iLoveMJK @__noOna_ ana ma bade yen3arad hayda l ramadan cz fi meryem ðŸ˜“ haram ykoun fi la haifa 2 series betdi3 l tase ! ,Negative,ana ma bade yenعarad hayda l ramadan cz fi meryem ðÿ haram ykoun fi la haifa 2 series betdiع l tase,0
@pamoffff bas 3anjad tawal ktir 7adis balad chata2na lal barnamj,Negative,bas عanjad tawal ktir حadis balad chataءna lal barnamj,0
Anjad kteer zaha2 men douno :/ ,Negative,anjad kteer zahaء men douno,0
@MelodieTamer yaret ha ele :(,Negative,yaret ha ele,0
@Cybele_reaidy @ChaficAtallah ma fi ra7a,Negative,ma fi raحa,0
W ahla chi eno semeater break bas eno l ta2es mech ate3 ,Negative,w ahla chi eno semeater break bas eno l taءes mech ateع,0
disappointed eno ktir 3ade ,Negative,disappointed eno ktir عade,0
Tomorrow first day of uni w ma 2ile jlede :p chou l3amal,Negative,tomorrow first day of uni w ma ءile jlede p chou lعamal,0
Aayne ktir aam toujaane ,Negative,aayne ktir aam toujaane,0
@NourH92 ma bi salle ktir eza ma ken mou coach tbh,Negative,ma bi salle ktir eza ma ken mou coach tbh,0
Lk lyom chft chi chaben ktir hlwin w knt lbse clown w 3achiye chft aktr mn 3 chabeb hlwinnn w knt lebse chabbb B2tulll haleee?!ðŸ™„ ,Negative,lk lyom chft chi chaben ktir hlwin w knt lbse clown w عachiye chft aktr mn 3 chabeb hlwinnn w knt lebse chabbb bءtulll haleee ðÿ,0
@Kalamennas fina na3mol ktir echya Bs dawletna ta3bene ktir .... ,Negative,fina naعmol ktir echya bs dawletna taعbene ktir,0
@tamareldahr @BobBakour el cnxn ktir bati2a badde shi 4 snin la ohdaro kello,Negative,el cnxn ktir batiءa badde shi 4 snin la ohdaro kello,0
dakhilik ana natra el apocalypse la ekhlas men hmoume ,Negative,dakhilik ana natra el apocalypse la ekhlas men hmoume,0
Sa2ta men awal yom.. Helo ,Negative,saءta men awal yom helo,0
@zienb_2 eh wallla shta2tt :( ma helo hk tab w lh we2ef l wtsup? :( ,Negative,eh wallla shtaءtt ma helo hk tab w lh weءef l wtsup,0
hayda 3azeb ,Negative,hayda عazeb,0
hahaha! Yaret bass el helem el 3arabe ba3ed ahyan teh2i2o men hal chi ,Negative,hahaha yaret bass el helem el عarabe baعed ahyan tehءiءo men hal chi,0
@eyadnakad 2-hayda el tefkir li 3am yjer el balad la fetan mazhabiye w 3ayb nda7ek a3de2 3layna ,Negative,2 hayda el tefkir li عam yjer el balad la fetan mazhabiye w عayb ndaحek aعdeء عlayna,0
Ana hesis rah trouh 3layna ana heik sheyif...maximum khalas iza ma meshe hal l balad men hejir men3ish b balad yalle 3eyshin fi l 3awniye balad akho maniouke shaklo ma baerf wein bas balad ktiir helo ,Negative,ana hesis rah trouh عlayna ana heik sheyif maximum khalas iza ma meshe hal l balad men hejir menعish b balad yalle عeyshin fi l عawniye balad akho maniouke shaklo ma baerf wein bas balad ktiir helo,0
Leh we3e hal2ad bakir w bas ykun 3ande sheghel bet3azab ktir ,Negative,leh weعe halءad bakir w bas ykun عande sheghel betعazab ktir,0
"Person: ""Khatik ktir helo mabyechbahik"" me: thx person: lek la2 azde over ne3im w ente ktir hyperactive . Euhh chou ekhdine fekra aan el hyperactive mafhemet? ðŸ˜‚ðŸ˜‚ ",Negative,person khatik ktir helo mabyechbahik me thx person lek laء azde over neعim w ente ktir hyperactive euhh chou ekhdine fekra aan el hyperactive mafhemet ðÿ ðÿ,0
Ktir mdaperse liom  ma32oul la2n rje3t aal jemaa ?ðŸ˜«ðŸ˜« ,Negative,ktir mdaperse liom maعءoul laءn rjeعt aal jemaa ðÿ ðÿ,0
KTIR ðŸ˜© ,Negative,ktir ðÿ,0
Oth byaamele depression w b khaline ekoul ktir,Negative,oth byaamele depression w b khaline ekoul ktir,0
@Yara_berberi @ghanemeddy nhnaa mjenin chwe la2 ktirðŸ˜‚ bss enoo haram maa nchufo ðŸ˜­ðŸ˜­,Negative,nhnaa mjenin chwe laء ktirðÿ bss enoo haram maa nchufo ðÿ ðÿ,0
@LeaSbaite khabrine besharafik ana ktir zeh2an bel saff,Negative,khabrine besharafik ana ktir zehءan bel saff,0
@fadelkaadan anna bi beirut bas raj3anee 3a Milan :/ ,Negative,anna bi beirut bas rajعanee عa milan,0
@OsamaRahhal9 @tonyrizk_963 man ktir sa23a b Zahle l 7arara shi -5 !,Negative,man ktir saءعa b zahle l حarara shi 5,0
Ana bente7er ,Negative,ana benteحer,0
7AYETE KEZBE MA T5ALLINE ERJA3 BALLISH BEKE ,Negative,حayete kezbe ma tخalline erjaع ballish beke,0
Saro marten bou3a maf2ouseee !! @Charbelonsky,Negative,saro marten bouعa mafءouseee,0
Sha3re ka2anno 7ada mkahrabne ,Negative,shaعre kaءanno حada mkahrabne,0
Ktir 3am bekoul lol seeet ekil 7 wa23at lol now talabet berger ,Negative,ktir عam bekoul lol seeet ekil 7 waءعat lol now talabet berger,0
@perla_noun yhh :( bass helo el mawdou3 ,Negative,yhh bass helo el mawdouع,0
Bhes hale ktir habile lama 2e2ra shi bel french w ma efham wala kelme.,Negative,bhes hale ktir habile lama ءeءra shi bel french w ma efham wala kelme,0
L liste shwe ktir mesh zabta ,Negative,l liste shwe ktir mesh zabta,0
@Charbelonsky @JuniiiR eza tom ford tole3 ma3ak hek c grave :p,Negative,eza tom ford toleع maعak hek c grave p,0
#typicalLebaneseFather Dad:joanna 7ej tekle btonsa7e W kel ma yjib akel baddo yta3mine bl ouwe #typicalLebaneseFather,Negative,dad joanna حej tekle btonsaحe w kel ma yjib akel baddo ytaعmine bl ouwe,0
@sabine_mansour @MhdDankar @waelhc @Marwan_BFD ana bzon ma btel2a bs het ta nshuf ,Negative,ana bzon ma btelءa bs het ta nshuf,0
3am tehke 3anak ya bro ðŸ˜‚ðŸ˜‚ @Gebran_Bassil ,Negative,عam tehke عanak ya bro ðÿ ðÿ,0
Hayda lGeo byeje 3a eco bel 3arabe . W es ðŸ˜© ,Negative,hayda lgeo byeje عa eco bel عarabe w es ðÿ,0
Bala manyake aam tujaane ktir baydte ,Negative,bala manyake aam tujaane ktir baydte,0
@Myriam_Khalil exactly. Yemken shi soura mn asel 10 ele la ya3rfo ysawroune.,Negative,exactly yemken shi soura mn asel 10 ele la yaعrfo ysawroune,0
Migraine ana chou 3emletlik tab?,Negative,migraine ana chou عemletlik tab,0
@LaraBouMoussa aslan fi parts manne ktir fehmeton :/ bass yalla ... 3am net3allam chinese ... Baddik ahla men hek??!:p,Negative,aslan fi parts manne ktir fehmeton bass yalla عam netعallam chinese baddik ahla men hek p,0
3am chuf m3alem l shawarma b mar mikhael aktar ma 3am chuf baye ,Negative,عam chuf mعalem l shawarma b mar mikhael aktar ma عam chuf baye,0
You know enno kel el saf sa2it lamma el estez ktir fe23a ma3o ,Negative,you know enno kel el saf saءit lamma el estez ktir feءعa maعo,0
-Lily chou ha ta3emle men ba3ed ma tetkharaje ? -nem. ,Negative,lily chou ha taعemle men baعed ma tetkharaje nem,0
B oulo alla khala2 l 3alam b 6 iyem w ana projet jem3a bede chahren la khalesob,Negative,b oulo alla khalaء l عalam b 6 iyem w ana projet jemعa bede chahren la khalesob,0
nes yali 3m t2eli ntebhi 3m yeser2u ktir hal fatra bheb elkon enu eza hada akhad jezdeni ha yredeli yeh shafa2a 3layi w y3tini masari ma3o ,Negative,nes yali عm tءeli ntebhi عm yeserءu ktir hal fatra bheb elkon enu eza hada akhad jezdeni ha yredeli yeh shafaءa عlayi w yعtini masari maعo,0
Leano ente no nice aa halikðŸ¥º ,Negative,leano ente no nice aa halikðÿ º,0
Ma tonbosto ktir halla2 metel l 3ade mnenhebil ekhir chi. ,Negative,ma tonbosto ktir hallaء metel l عade mnenhebil ekhir chi,0
Whyyy bhebb hl2d l akel whyy,Negative,whyyy bhebb hlءd l akel whyy,0
@RamyMhanna: Mish meshe l hall b hl 3asfe  m2adyina akel azda 7ash*,Negative,mish meshe l hall b hl عasfe mءadyina akel azda حash,0
Ughhh teb. ,Negative,ughhh teb,0
Ma fi ryeha,Negative,ma fi ryeha,0
Helo ktir na7esna ba3ed ðŸ˜° ,Negative,helo ktir naحesna baعed ðÿ,0
@mariagilmour6 yemken hayda 3anjad helem ,Negative,yemken hayda عanjad helem,0
@OumaiimaKamiil1 @reem19431 sorry hbb kenet ktir madghout el hamdellah now am fine,Negative,sorry hbb kenet ktir madghout el hamdellah now am fine,0
Barke la2an ma beda ta3te ra2ma ðŸ¤·ðŸ»â€â™€ï¸ ,Negative,barke laءan ma beda taعte raءma ðÿ ðÿ â â ï,0
Akh yaret helem hayete hayda ,Negative,akh yaret helem hayete hayda,0
Ma ba3ref ento chou 3am yousallkon bass ana wala shi ,Negative,ma baعref ento chou عam yousallkon bass ana wala shi,0
Fadahtoune shou bade a3mol b hale ,Negative,fadahtoune shou bade aعmol b hale,0
@ola_krayem ana kenet 9 bas la2anu fi faute d'orthographe ktir shelet 1,Negative,ana kenet 9 bas laءanu fi faute d orthographe ktir shelet 1,0
@NaylaNicolas 3anjad.. Hayda she ilwa7ed le ma 3am ba3ref 7ebo ðŸ™ˆ bonjourek have a nice day ðŸ˜˜,Negative,عanjad hayda she ilwaحed le ma عam baعref حebo ðÿ ˆ bonjourek have a nice day ðÿ,0
Mesh r7 2et3allam ma ta2il akel abl ma nem Batenjen me7sheðŸ˜,Negative,mesh rح ءetعallam ma taءil akel abl ma nem batenjen meحsheðÿ,0
Ktir beye5 l balad lama tkon l ter2at maftou7a bi shu iran a7san mena ,Negative,ktir beyeخ l balad lama tkon l terءat maftouحa bi shu iran aحsan mena,0
Li b de2 l beb b le2e l jaweb. Ma assar fike. ,Negative,li b deء l beb b leءe l jaweb ma assar fike,0
Ya harammðŸ˜‚ðŸ˜‚ ,Negative,ya harammðÿ ðÿ,0
@AliKaraki91 no hl2 b2ulo b7bik metel el mar7aba l7ob sar bayekh ktir,Negative,no hlء bءulo bحbik metel el marحaba lحob sar bayekh ktir,0
Waylon li oummaten la tarfa3ou sawtaha ella fi janaza wala taftakhirou ella bel kharab - Gebran Khalil Gebran. ,Negative,waylon li oummaten la tarfaعou sawtaha ella fi janaza wala taftakhirou ella bel kharab gebran khalil gebran,0
@SamanthaD17 la2 wlo! Helo ykoun min lebnen haram truh l zine li 3al tor2at di3an. ,Negative,laء wlo helo ykoun min lebnen haram truh l zine li عal torءat diعan,0
Tb leh l guys li b saffe ktir wled ,Negative,tb leh l guys li b saffe ktir wled,0
@AbouNajemElie ltagha l machrou3 w chakle metlak 7a nem ;) w chakle 7a esba2ak loll ,Negative,ltagha l machrouع w chakle metlak حa nem w chakle حa esbaءak loll,0
@HasanOsseili ana ba3dne bala akel lyom ðŸ˜¢ sheyef l dene akel :p,Negative,ana baعdne bala akel lyom ðÿ sheyef l dene akel p,0
Ele yawmen 3eyech 3al negro w 3asir ra7 8ib 3an l wa3e ,Negative,ele yawmen عeyech عal negro w عasir raح غib عan l waعe,0
according to oomf ana nes7an wejje sar ansa7 bas eza habb l hawa w ramani bsir b beirut,Negative,according to oomf ana nesحan wejje sar ansaح bas eza habb l hawa w ramani bsir b beirut,0
Msh 3m la7e2 jowa w barra ðŸ™„ðŸ˜‚ðŸ˜‚ðŸ˜‚ ,Negative,msh عm laحeء jowa w barra ðÿ ðÿ ðÿ ðÿ,0
80% mn lshii3a including me 3ayshin bi sera3 dekhele between defending lmokawame le defa3et 3n aredna w fadet bi wleda dodd l3adow lsohyune wben nu2af dodd seyeset hezb allah w maw2afo mnel thawra. I cant describe the struggle right now ,Negative,80 mn lshiiعa including me عayshin bi seraع dekhele between defending lmokawame le defaعet عn aredna w fadet bi wleda dodd lعadow lsohyune wben nuءaf dodd seyeset hezb allah w mawءafo mnel thawra i cant describe the struggle right now,0
@christybarakat ken fi ktir talej bs 3elyet el harara ktir so faraya msakra ARZ MSAKRA fi bs laklouk wel laklouk&lt;&lt;&lt;,Negative,ken fi ktir talej bs عelyet el harara ktir so faraya msakra arz msakra fi bs laklouk wel laklouk lt lt lt,0
Tb walla sa23a ,Negative,tb walla saءعa,0
Teb ktir sa23aðŸ˜°ðŸ˜° ,Negative,teb ktir saءعaðÿ ðÿ,0
Ana bhebik ktir bs ma habyt menkun bs ro7te ala jlasit mouwezaneh w lezim te7termo waja3 cha3b w sawra w zolem abel ma ta3mlo ehtiram lal mou2asaset ,Negative,ana bhebik ktir bs ma habyt menkun bs roحte ala jlasit mouwezaneh w lezim teحtermo wajaع chaعb w sawra w zolem abel ma taعmlo ehtiram lal mouءasaset,0
Sa23a aw ana bene shi ! ðŸ˜•,Negative,saءعa aw ana bene shi ðÿ,0
@nicolasmezher ana ktr z3elet 3ali 3m t3mlo ma3 rim bs bidal temsilak helo w moudhech :) ,Negative,ana ktr zعelet عali عm tعmlo maع rim bs bidal temsilak helo w moudhech,0
@CybelSaliby ahhðŸ˜‚ ehh w el tal3a ass2al b ktir ðŸ˜”ðŸ˜‚,Negative,ahhðÿ ehh w el talعa assءal b ktir ðÿ ðÿ,0
@LBC_Group 3al #mtvlebanon keno ahla #mtvlebanon,Negative,عal keno ahla,0
@BobFanous Mish defensively azde bass eno ma ken fi ktir chances w plays helwin w hek,Negative,mish defensively azde bass eno ma ken fi ktir chances w plays helwin w hek,0
kif fine edros ,Negative,kif fine edros,0
Chou wa3ene ana(?) ,Negative,chou waعene ana,0
@NadineElRassi @Mariane_Saad woselik saleme aw nesyetne ðŸ˜ knt ktir habe enzal bs ma edrt chefte el school chu bta3mulðŸ˜­,Negative,woselik saleme aw nesyetne ðÿ knt ktir habe enzal bs ma edrt chefte el school chu btaعmulðÿ,0
Ma fi ktir hawa ðŸ™„ ,Negative,ma fi ktir hawa ðÿ,0
@joe_moubarak chou bek mya2as? ,Negative,chou bek myaءas,0
Teb ma mammiiii bede bouzaaaa,Negative,teb ma mammiiii bede bouzaaaa,0
Ma hada bi hemmo ,Negative,ma hada bi hemmo,0
Nobody said enu henee mush gheltaneeen ana akidd akidd doodd hyda shi bas kamen huwe maken lezm ydal we2eff w yba3edd w kholsit ,Negative,nobody said enu henee mush gheltaneeen ana akidd akidd doodd hyda shi bas kamen huwe maken lezm ydal weءeff w ybaعedd w kholsit,0
@RimaNJEIM ma 3ena ersel ya rima beyrouth gemeyze alla ma3ik ma sme3tik wala lsala ma ba3ref eza men 3endkon or lradio . ,Negative,ma عena ersel ya rima beyrouth gemeyze alla maعik ma smeعtik wala lsala ma baعref eza men عendkon or lradio,0
@YesserTayyara @carolee12345 kel hayda 7ad bayte w mish 3aref...,Negative,kel hayda حad bayte w mish عaref,0
Chou ba3mil bi hayete(?) ,Negative,chou baعmil bi hayete,0
La2 wloo ASOT600 ken bi beirut w ba3don bel nrj music tour? :| ,Negative,laء wloo asotط00 ken bi beirut w baعdon bel nrj music tour,0
W ana ble2e tissue musta3male ,Negative,w ana bleءe tissue mustaعmale,0
Bro ma3ash bede thawra bede ru7 3a concert the Maine ,Negative,bro maعash bede thawra bede ruح عa concert the maine,0
L liste shwe ktir mesh zabta ,Negative,l liste shwe ktir mesh zabta,0
Sa2ta men awal yom.. Helo ,Negative,saءta men awal yom helo,0
@AndrewBachir toz 3leik ðŸ˜œ,Negative,toz عleik ðÿ œ,0
La kel lebneniyeh li 3am bi admo brevet w terminal 2014 . . hazkoun chou helo yaret 3a wa2teh heik ken fi suspence kenit hejet lsa2ta b2ideh,Negative,la kel lebneniyeh li عam bi admo brevet w terminal 2014 hazkoun chou helo yaret عa waءteh heik ken fi suspence kenit hejet lsaءta bءideh,0
@samrajoanna @joseph_rehayem pff shou hayda ma tlo3na bi natije mou2ni3a :p,Negative,pff shou hayda ma tloعna bi natije mouءniعa p,0
@Marwan_BFD hahahah haram wloo!! ,Negative,hahahah haram wloo,0
Bnj rima ana 3ende mared tawahod ma3am le2ilo mo2asase wma ma3e hoto bas ma hada 3m ydelne bade mo2asase beirut aw l b2a3 bkun mamnuntek ,Negative,bnj rima ana عende mared tawahod maعam leءilo moءasase wma maعe hoto bas ma hada عm ydelne bade moءasase beirut aw l bءaع bkun mamnuntek,0
@ahmadmadi12 kif l helo lyom? Miss u :( mwah ,Negative,kif l helo lyom miss u mwah,0
@tracyghanem eh hayda zolem .. J'ai rien fai le2an :/ :p ,Negative,eh hayda zolem j ai rien fai leءan p,0
@VictoriaElissa allah karim w shehed hayda bikafiðŸ˜ž,Negative,allah karim w shehed hayda bikafiðÿ ž,0
@GhidaSkaf eh baybb sba2ine ðŸ˜ Dakhlik 3esh min shefik :o Kel ma sa2alna 3anik btetl3e b Beirut :/ ,Negative,eh baybb sbaءine ðÿ dakhlik عesh min shefik o kel ma saءalna عanik btetlعe b beirut,0
bade hada ydafine ktir bared ,Negative,bade hada ydafine ktir bared,0
@joooyyyyyy KTIR AABELE TAB .. MA FINE BAS MARRA? :(,Negative,ktir aabele tab ma fine bas marra,0
Akh ya albe ,Negative,akh ya albe,0
Ya3ne habakit ma3e ekoul popcorn mahrou2 halla2 w kassir snene ,Negative,yaعne habakit maعe ekoul popcorn mahrouء hallaء w kassir snene,0
hayda laeano manik sexy metla w ente ghiyrane ,Negative,hayda laeano manik sexy metla w ente ghiyrane,0
A7la chi wa2ta ytalet telephone.... Chou mnonbosit :p ,Negative,aحla chi waءta ytalet telephone chou mnonbosit p,0
@stephanie_saad Chou zanbe ana eza da2alle mouhame el fennene Ahlam??? ðŸ˜,Negative,chou zanbe ana eza daءalle mouhame el fennene ahlam ðÿ,0
@Monier_Heghazy helo ketirðŸ‘ ,Negative,helo ketirðÿ,0
@mariagilmour6 @reemxxo ehh la2an jessma mish helo?! ,Negative,ehh laءan jessma mish helo,0
Ma3ke alef? 3tine alef Ya habibe law ma3e alef ma kenet benzal happy hour,Negative,maعke alef عtine alef ya habibe law maعe alef ma kenet benzal happy hour,0
Ktir zaha2,Negative,ktir zahaء,0
Ok ktir ma ele jlede nemchou el 3amal? ,Negative,ok ktir ma ele jlede nemchou el عamal,0
Ktir jou3 ,Negative,ktir jouع,0
Ktir zaha2 wlo,Negative,ktir zahaء wlo,0
@PinellaHanania sho helo l zh2?? :p :p ,Negative,sho helo l zhء p p,0
Ktir bhb bass ybahdelne khaye ðŸ˜¹ðŸ˜¹ðŸ˜¹ðŸ˜¹,Negative,ktir bhb bass ybahdelne khaye ðÿ ¹ðÿ ¹ðÿ ¹ðÿ ¹,0
Rawwahna kell l regim b akel l ahad #everytime #everytime,Negative,rawwahna kell l regim b akel l ahad,0
ejit my boss liom aletle oss cha3re al ktir heke ... saraha nza3ajet :/,Negative,ejit my boss liom aletle oss chaعre al ktir heke saraha nzaعajet,0
liom bel madrasse 3 achkhass aloule enne nas7a w lezem enteher,Negative,liom bel madrasse 3 achkhass aloule enne nasحa w lezem enteher,0
Ayre ktir z3elet eno hek alle,Negative,ayre ktir zعelet eno hek alle,0
ayre ktir 2asarit fiye hal kahbriye,Negative,ayre ktir ءasarit fiye hal kahbriye,0
aslan chou el helo bel hayet? gher el akel,Negative,aslan chou el helo bel hayet gher el akel,0
ktir z3elet 3anjaddd,Negative,ktir zعelet عanjaddd,0
chi bi za3el!!! :(,Negative,chi bi zaعel,0
ma twa2a3et hek chi menno! disappointed.,Negative,ma twaءaعet hek chi menno disappointed,0
ma betsawar fi hada hazzo beche3 adde.. mich rah etghayar bi hayete,Negative,ma betsawar fi hada hazzo becheع adde mich rah etghayar bi hayete,0
z3elet.,Negative,zعelet,0
ba3d ma akalet chi lyom :(,Negative,baعd ma akalet chi lyom,0
chta2tellik ya sette :( ... baaref ente ma3na kel yom,Negative,chtaءtellik ya sette baaref ente maعna kel yom,0
sarle sene bjarreb et3allam guitar w mch aam tezbat .. khalas ma ba2 rah jarreb :/,Negative,sarle sene bjarreb etعallam guitar w mch aam tezbat khalas ma baء rah jarreb,0
ktir bkit,Negative,ktir bkit,0
twaffet jaretna men se3ten,Negative,twaffet jaretna men seعten,0
ktiiir damma3et,Negative,ktiiir dammaعet,0
darabou lal kaleb w hala2 akhadou lal kaleb aand el vet :(,Negative,darabou lal kaleb w halaء akhadou lal kaleb aand el vet,0
fahhachet men ba3d fahes el math!! what the hell chou ya3ne cosinus w sinusss,Negative,fahhachet men baعd fahes el math what the hell chou yaعne cosinus w sinusss,0
@kobebryant RIP aanjad ma aam sadde2 #kobeandgianna,Negative,rip aanjad ma aam saddeء,0
chou bi oulo la chakhess khoser ebno? :( #unfair #sadtruth #angel,Negative,chou bi oulo la chakhess khoser ebno,0
ma habbet kif kholsit el season :( #you,Negative,ma habbet kif kholsit el season,0
mawjou3a baadne so saabe edhar liom :/,Negative,mawjouعa baadne so saabe edhar liom,0
3melet accident w kassaret el syyara w sarle se3a 3am bebke,Negative,عmelet accident w kassaret el syyara w sarle seعa عam bebke,0
ma ken bedde tedhar hyye bhal episode kenit btestehal terba7 :(,Negative,ma ken bedde tedhar hyye bhal episode kenit btestehal terbaح,0
ma betzakkar chi helo men toufoulte,Negative,ma betzakkar chi helo men toufoulte,0
khserna match el football chabeb,Negative,khserna match el football chabeb,0
mich hatta chi btemme ele yawmen,Negative,mich hatta chi btemme ele yawmen,0
hada mich eder ynem metle? #insomnia jarrabet malyoun chaghle bas 3abas,Negative,hada mich eder ynem metle jarrabet malyoun chaghle bas عabas,0
harab kalbeee!!! labrador brown esmo Max bi manta2et aarayya eza hada le2e dm please,Negative,harab kalbeee labrador brown esmo max bi mantaءet aarayya eza hada leءe dm please,0
ma 3nde wala soura zabta ma3 ekhte..,Negative,ma عnde wala soura zabta maع ekhte,0
ana ktir bech3a,Negative,ana ktir bechعa,0
tale3le habbe 3a sandihte w ele chaher 3m ba3mel daily routine,Negative,taleعle habbe عa sandihte w ele chaher عm baعmel daily routine,0
tarakna ana wyyeh,Negative,tarakna ana wyyeh,0
ahle wala marra aloule bravo,Negative,ahle wala marra aloule bravo,0
hada ghayre ma bi hebb hayeto?,Negative,hada ghayre ma bi hebb hayeto,0
badde enteher,Negative,badde enteher,0
feyte bi depression ma btefham,Negative,feyte bi depression ma btefham,0
allah lech hek khala2ne? :( :(,Negative,allah lech hek khalaءne,0
saraha mahada bieb2a bi hayete khlas ma bede jareb ba2a,Negative,saraha mahada biebءa bi hayete khlas ma bede jareb baءa,0
hada metle ma byonboset bas ychouf ref2at elk madrase?,Negative,hada metle ma byonboset bas ychouf refءat elk madrase,0
quarantine mch nafsell chi la kell el 3ial :(,Negative,quarantine mch nafsell chi la kell el عial,0
ma bheb hayete hek,Negative,ma bheb hayete hek,0
tole3 ma bi hebne...,Negative,toleع ma bi hebne,0
tkhena2na ana w my best friend,Negative,tkhenaءna ana w my best friend,0
guys.. confession.. taraket sahebte mberha,Negative,guys confession taraket sahebte mberha,0
akalta 3ayta la2an kasaret mazharie,Negative,akalta عayta laءan kasaret mazharie,0
3ayzin dam o- la ekhte bi mestachfa maounet bi jbeiil please rt ad ma fikon,Negative,عayzin dam o la ekhte bi mestachfa maounet bi jbeiil please rt ad ma fikon,0
ktir do3eeettttt chou mafroud a3mel? benzal walla bdal bel beit? :/,Negative,ktir doعeeettttt chou mafroud aعmel benzal walla bdal bel beit,0
ktir be3tal hamm okhbos hada ana w sey2a 3al autostrade,Negative,ktir beعtal hamm okhbos hada ana w seyءa عal autostrade,0
